firstName,middleName,lastName,nameNick,pos,weight,height,birthDate
Robert,Edwin,Gross,Bob,F-G,78,200,1953-08-03
Michael,James,Grosso,Mike,C,81,230,1947-09-07
Richard,Arthur,Grubar,Dick,G,76,184,1947-07-26
Ernest,,Grunfeld,"Ernie, Stump",G-F,78,210,1955-04-24
Eugene,Michael,Guarilia,Gene,F,77,220,1937-09-13
Karl,Petur,Gudmundsson,Petur,C,86,250,1958-10-30
Richard,V.,Guerin,Richie,G,76,195,1932-05-29
Thomas,James,Gugliotta,"Tom, Googs",F,82,240,1969-12-19
David,C.,Gunther,Dave,F,79,190,1937-07-22
Albert,G.,Guokas,"Al, Gook",F-G,77,200,1925-08-07
Matthew,George,Guokas,Matt,F,75,195,1915-11-11
Matthew,George,Guokas,Matt,G-F,77,175,1944-02-25
Arthur,James,Guyton,A.J.,G,73,175,1978-02-13
Rudolph,,Hackett,Rudy,F,81,210,1953-05-10
James,Weldon,Hadnot,Jim,C-F,82,235,1940-01-15
Clifford,Oldham,Hagan,"Cliff, Li'l Abner",F-G,76,210,1931-12-09
Thomas,Medard,Hagan,Tom,G,75,185,1947-01-29
Alan,Leroy,Hairston,Al,G,73,170,1945-12-11
Harold,,Hairston,"Happy, Hap, Super-Sub",F,79,225,1942-05-31
Charles,P.,Halbert,"Chick, Chuck",C,81,225,1919-02-27
Harvey,Wade,Halbrook,"Wade, Swede",C,87,230,1933-01-30
William,Bruce,Hale,Bruce,G-F,73,170,1918-08-30
Jeffrey,,Halliburton,Jeff,G,77,190,1949-07-03
Michael,Horus,Hall,,F,80,230,1984-06-05
Stevie,Ray,Hamer,Steve,C,84,245,1973-11-13
James,,Hamilton,"Joe, Little Joe",G,70,160,1948-07-05
Tephen,,Hamilton,Tang,F,80,220,1978-05-26
Joseph,,Hamood,Joe,G,72,180,1943-09-07
Benjamin,,Handlogten,Ben,C,82,240,1973-11-12
Alexander,Murray,Hannum,Alex,F-C,78.5,210,1923-07-19
Donald,,Hanrahan,Don,F,79,200,1929-02-06
Robert,Louis,Hansen,"Bob, Bobby",G,78,190,1961-01-18
Reginald,Leonard,Hanson,Reggie,F,80,195,1968-10-06
William,Henry,Hanzlik,Bill,G-F,79,185,1957-12-06
Lucas,Cameron,Harangody,Luke,F,80,246,1988-01-02
Timothy,Duane,Hardaway,"Tim, The Bug",G,72,175,1966-09-01
Reginald,,Harding,Reggie,C,84,249,1942-05-04
Charles,,Hardnett,Charlie,F-C,80,220,1938-09-13
Jerald,B.,Harkness,Jerry,G,74,175,1940-05-07
Jules,Peter,Harlicka,Skip,G,73,178,1946-10-14
Michael,Edward,Harper,Mike,C-F,82,195,1957-12-09
Ronald,,Harper,"Ron, Hollywood",G-F,78,185,1964-01-20
Matthew,Joseph,Harpring,Matt,F,79,231,1976-05-31
Albert,,Harrington,Al,F,81,230,1980-02-17
Arthur,Carlos,Harris,Art,G,76,185,1947-01-13
C.,Bernard,Harris,Bernie,F,82,200,1950-11-26
Robert,Azzel,Harris,"Bob, Gabby, Li'l Abner",F-C,79,185,1927-03-16
Robert,William,Harrison,"Bob, Tiger",G,73,190,1927-08-12
Christopher,R.,Harris,Chris,G,75,190,1933-08-11
Lorinza,,Harrington,"J.R., Junior",G,76,180,1980-10-02
Corperryale,L'Adorable,Harris,Manny,G,77,185,1989-09-21
Steven,Dwayne,Harris,Steve,G,77,195,1963-10-15
William,Joseph,Hassett,Billy,G,70.5,180,1921-10-21
Joseph,Patrick,Hassett,"Joe, Joey",G,77,180,1955-09-11
Walter,Vernon,Hatton,Vern,G,75,193,1936-01-13
Steven,Sherburne,Hawes,Steve,C-F,81,220,1950-05-26
Cornelius,L.,Hawkins,"Connie, Hawk",F-C,80,201,1942-07-17
James,Marshall,Hawkins,Marshall,F,75,205,1924-08-03
Steven,Michael,Hawkins,Michael,G,72,178,1972-10-28
Thomas,Jerome,Hawkins,"Tom, Hawk",F,77,210,1936-12-22
Charles,Edward,Hayes,,F,78,242,1983-06-11
Steven,Leonard,Hayes,Steve,C,84,205,1955-08-02
Herman,Arthur,Hedderick,Herm,G,77,170,1930-01-01
Thomas,William,Heinsohn,"Tom, Tommy, Ack-Ack, Heiny, Tommy Gun",F-C,79,218,1934-08-26
Ned,Dixon,Hemric,Dick,F,77,220,1933-08-29
David,McKinley,Henderson,Dave,G,77,195,1964-07-21
Jerome,McKinley,Henderson,Gerald,G,74,175,1956-01-16
Milton,,Henderson,J.R.,F,80,226,1976-10-30
Thomas,Edward,Henderson,Tom,G,75,190,1952-01-26
Lawrence,E.,Hennessy,Larry,G,75,185,1929-05-20
Donald,Anton,Henriksen,Don,F-C,79,225,1929-10-10
Albert,J.,Henry,"Al, The Tree",C,81,190,1949-02-09
William,Gambrell,Henry,"Bill, Big Bill",C,81,215,1924-12-27
Herman,,Henry,Skeeter,G-F,79,190,1967-12-08
Steven,Michael,Henson,Steve,G,71,177,1968-02-02
Charles,,Hentz,"Charlie, Helicopter",F,77,210,1947-09-13
William,R.,Herman,Bill,G,75,170,1924-05-17
Clarence,Henry,Hermsen,Kleggie,C-F,80.5,225,1923-03-12
Sidney,,Hertzberg,Sonny,G,70,175,1922-07-29
William,Severlyn,Hewitt,Bill,F,79,210,1944-08-08
John,G.,Hewson,Jack,F-C,78,195,1924-09-07
Arthur,Bruce,Heyman,Art,F-G,77,205,1941-06-24
Matthew,,Hickey,Nat,G-F,71,180,1902-01-30
Phillip,James,Hicks,Phil,F,79,205,1953-01-31
William,,Higgins,Bill,G,74,180,1952-12-15
Courdon,,Higgins,Cory,G,77,180,1989-06-14
Earle,Brent,Higgins,Sticks,F,80,195,1946-12-30
Michael,S.,Higgins,Mike,F,81,215,1967-02-17
Roderick,Dwayne,Higgins,Rod,F-C-G,79,200,1960-01-31
Kenneth,Lee,Higgs,Kenny,G,72,180,1955-01-31
Arthur,Sherwood,Hillhouse,Art,C,79,220,1916-06-12
Melvin,M.,Hirsch,Mel,G,66,165,1921-07-31
Lewis,Rufus,Hitch,Lew,F-C,80,200,1929-07-16
Adolph,Charles,Hoefer,"Dutch, Charlie, Chuck",G,69,158,1917-07-12
Robert,L.,Hogsett,Bob,F,79,230,1941-01-29
Paul,H.,Hogue,Duke,C,81,240,1940-04-28
Fredrick,Kristian,Hoiberg,"Fred, The Mayor",G,76,203,1972-10-15
John,Bradley,Holland,Brad,G,75,180,1956-12-06
Joseph,Burnett,Holland,Joe,F,76,185,1925-09-26
Dennis,R.,Holman,Denny,G,75,175,1945-10-08
James,H.,Holstein,Jim,F-G,74,180,1930-09-24
Alvin,William,Holt,A.W.,F,79,210,1946-08-26
Richard,W.,Holub,Dick,C,78,205,1921-10-29
Joseph,J.,Holup,Joe,F,78,215,1934-02-26
William,,Holzman,Red,G,70,175,1920-08-10
Bobby,Joe,Hooper,"Bobby Joe, Bob",G,72,180,1946-12-22
Thomas,Lee,Hoover,Tom,C,81,230,1941-01-23
Robert,M.,Hopkins,Bob,C-F,80,205,1934-11-03
David,Dirk,Hoppen,Dave,C-F,83,235,1964-03-13
John,F.,Horan,"Johnny, The Vertical Hyphen",F,80,190,1932-11-24
Alfredo,William,Horford,Tito,C,85,245,1966-01-19
Jeffrey,John,Hornacek,Jeff,G,75,190,1963-05-03
Ronnie,Leroy,Horn,Ron,F,79,220,1938-05-24
Edward,C.,Horton,Ed,F,80,230,1967-12-17
Wilmer,Frederick,Hosket,Bill,F-C,79.5,225,1946-12-20
Robert,J.,Houbregs,"Bob, Houby",C-F,79,210,1932-03-12
Edward,L.,House,Eddie,G,72,176,1978-05-14
Gregory,Darryle,Howard,"Greg, Stretch",F-C,81,215,1948-01-08
Joshua,Jay,Howard,Josh,F,78,203,1980-04-28
Maurice,,Howard,Mo,G,74,170,1954-08-25
Willie,Otis,Howard,Otis,F,79,220,1956-11-05
Robert,Cecil,Hubbard,Bob,C-F,78,215,1922-12-27
Philip,Gregory,Hubbard,Phil,F-C,80,215,1956-12-13
Louis,Clyde,Hudson,"Lou, Sweet Lou, Super Lou",F-G,76.5,205,1944-07-11
John,Jay,Humphries,Jay,G,75,185,1962-10-17
Rodney,Clark,Hundley,"Rod, Hot Rod",G,76,185,1934-10-26
Leslie,,Hunter,"Les, Big Game",F-C,79,210,1942-08-16
Robert,Matthew,Hurley,Bobby,G,72,165,1971-06-28
Geoffrey,Angier,Huston,Geoff,G,74,172,1957-11-08
Melvin,R.,Hutchins,"Mel, Hutch",F-C,78,200,1928-11-22
Joseph,Warren,Hutton,Joe,G,73,170,1928-10-06
Gregory,Peck,Hyder,Greg,F,78,215,1948-06-21
Marcus,John,Iavaroni,Marc,F,80,210,1956-09-15
Thomas,J.,Ingelsby,Tom,G,75,180,1951-02-12
Joel,McCoy,Ingram,McCoy,F,80,210,1931-08-31
Ervin,Lee,Inniger,"Erv, Irv",G,76,190,1945-01-16
Daniel,Paul,Issel,"Dan, Horse",C-F,80.5,235,1948-10-25
Michael,Alan,Iuzzolino,Mike,G,70,172,1968-01-22
Alvin,,Jackson,Al,G,73,185,1943-07-29
Gregory,,Jackson,Greg,G,72,180,1952-08-02
James,Arthur,Jackson,"Jim, Jimmy",G,78,220,1970-10-14
Lucious,Brown,Jackson,Luke,F-C,81,240,1941-10-31
Mervin,P.,Jackson,"Merv, The Magician",G,75,175,1946-08-15
Michael,,Jackson,Mike,F,79,215,1949-07-31
Philip,Douglas,Jackson,"Phil, Action",F-C,80,220,1945-09-17
Anthony,Eugene,Jackson,Tony,G,72,170,1958-01-17
Winfred,O.,Jacobs,Fred,F,75,175,1922-12-02
Samuel,Ryan,Jacobson,Sam,G-F,76,215,1975-07-22
John,David,Jamerson,Dave,G-F,77,190,1967-08-13
Mack,William,James,Billy,G,75,185,1950-02-11
Harold,Gene,James,"Gene, Goose",F,76,180,1925-02-15
Michael,Lamont,James,Mike,G,74,188,1975-06-23
Howard,,Janotta,Howie,F,75,185,1924-10-19
James,C.,Jarvis,Jim,G,73,175,1943-03-03
Harry,Edward,Jeannette,Buddy,G,71,175,1917-09-15
Christopher,Allen,Jefferies,Chris,F,80,215,1980-02-13
Leslie,Burnell,Jepsen,"Les, Big Boy",C,84,237,1967-06-24
Harold,,Jeter,"Hal, Tony",G,75,190,1945-05-17
Andrew,,Johnson,Andy,F-G,77,215,1932-11-08
Arnitz,L.,Johnson,Arnie,F-C,77,236,1920-05-17
Alfonso,,Johnson,Buck,F,79,190,1964-01-03
Lynbert,Rich,Johnson,Cheese,F-G,77.5,195,1957-09-07
Clayton,H.,Johnson,Clay,G,76,175,1956-07-18
Edward,,Johnson,"Eddie, Fast Eddie",G,74,175,1955-02-24
Edward,Arnet,Johnson,Eddie,F-G,79,215,1959-05-01
Franklin,Lenard,Johnson,Frank,G,73,185,1958-11-23
James,Robert,Johnstone,Jim,C-F,83,245,1960-09-20
Kenneth,H.,Johnson,Ken,F,80,240,1962-11-07
Kenyatta,Allen,Johnson,Ken,C-F,83,235,1978-02-01
Wallace,Edgar,Johnson,"Mickey, Rubber Band Man",F,82,190,1952-08-31
Donald,Neil,Johnston,"Neil, Gabby",C,80,210,1929-02-04
David,Ralph,Johnson,"Boag, Ralph",G,71,170,1921-12-06
Reginald,,Johnson,"Reggie, Grady",F-C,81,205,1957-06-25
Richard,Lewis,Johnson,Rich,C,79,210,1946-12-18
Ronald,F.,Johnson,Ron,F,80,215,1938-07-20
Stewart,,Johnson,Stew,F-C,80,215,1944-08-19
Clarence,Stephen,Johnson,Steve,C-F,82,235,1957-11-03
Vincent,,Johnson,"Vinnie, Microwave",G,74,200,1956-09-01
Howard,,Jolliff,Howie,F-C,79,218,1938-07-20
Clarence,William,Jones,Bill,F,79,175,1966-03-18
Robert,Clyde,Jones,Bobby,F,81,210,1951-12-18
J.,Collis,Jones,Collis,F,79,203,1949-07-03
Dontae',Antijuaine,Jones,,F,80,220,1975-06-02
Frederick,Terrell,Jones,Fred,G,74,210,1979-03-11
Willie,D.,Jones,Hutch,F,80,190,1959-09-01
Jacob,,Jones,Jake,G,75,180,1949-05-09
James,,Jones,Jimmy,G-F,76,188,1945-01-01
John,,Jones,Johnny,F,79,205,1943-03-12
Walter,,Jones,Larry,G-F,74,180,1942-09-22
Ryan,Nicholas,Jones,Nick,G,74,190,1945-03-28
Ronald,Jerome,Jones,"Popeye, Ron",F,80,243,1970-06-17
Richard,Wesley,Jones,"Rich, House",F-C,78,220,1946-12-27
Samuel,,Jones,Sam,G-F,76,198,1933-06-24
Stephen,Howard,Jones,"Steve, Snapper",G-F,77,205,1942-10-17
Wallace,Clayton,Jones,Wah Wah,F,76,205,1926-07-14
William,A.,Jones,"Willie, The Bird",G,75,185,1936-06-29
Wilbert,,Jones,Wil,F,80,205,1947-02-27
Edward,Montgomery,Jordan,"Eddie, Fast Eddie",G,73,170,1955-01-29
Reginald,,Jordan,Reggie,G,76,190,1968-01-26
Philip,,Jordon,"Phil, Wilacki, Big Pheel, Flip",C-F,82,205,1933-09-12
John,J.,Jorgensen,Johnny,G-F,74,180,1921-12-28
Jeffrey,Reed,Judkins,Jeff,G-F,78,185,1956-03-23
Edwin,John,Kachan,"Ed, Whitey",G,74,175,1925-09-15
Edward,L.,Kalafat,Ed,C-F,78,245,1932-10-13
Christopher,Zane,Kaman,Chris,C,84,255,1982-04-28
Anthony,George,Kappen,Tony,G,70,165,1919-04-13
Edward,John,Kasid,"Ed, Eddie",G,71,185,1923-08-13
Robert,,Kauffman,"Bob, Horse, Ajax",F-C,80,240,1946-07-13
Michael,Joseph,Kearns,Mike,G,74,178,1929-06-18
Thomas,Francis,Kearns,Tommy,G,71,185,1936-10-06
William,Curry,Keller,"Billy, Bill",G,70,177,1947-08-30
Richard,Ryland,Kelley,Rich,C-F,84,235,1953-03-23
Gerard,Allan,Kelly,Jerry,F,74,172,1918-06-14
Thomas,Edward,Kelly,Tom,G,72,170,1924-03-05
Gregory,,Kelser,"Greg, Special K",F,79,190,1957-09-17
Timothy,Joseph,Kempton,Tim,F-C,82,245,1964-01-25
David,John,Kennedy,D.J.,G-F,77,214,1989-11-05
Eugene,,Kennedy,"Gene, Goo",F-C,77,205,1949-08-23
Joseph,A.,Kennedy,Joe,F,78,210,1947-01-12
William,R.,Kennedy,"Pickles, Bill",G,71,180,1938-05-17
William,McGill,Kenville,"Billy, The Kid",G-F,74,187,1930-12-01
John,E.,Kerris,Jack,F-C,78,215,1925-01-30
Stephen,Douglas,Kerr,Steve,G,75,175,1965-09-27
Thomas,Vincent,Kerwin,Tom,F,79,210,1944-07-07
Irvin,A.,Kiffin,Irv,F,81,225,1951-08-08
John,F.,Kiley,Jack,G,73,170,1929-01-05
Earnest,,Killum,Earnie,G,75,180,1948-06-11
Thomas,,Kimball,Toby,F-C,78,220,1942-09-07
Gregory,Kevin,Kimble,Bo,G-F,76,190,1966-04-09
Stanley,R.,Kimbrough,Stan,G,71,153,1966-04-24
Chadwick,Oliver,Kinch,Chad,G,76,190,1958-05-22
Christopher,Donnell,King,Chris,F,80,215,1969-07-24
Daniel,,King,Dan,F,78,220,1931-01-07
James,Leonard,King,"Jim, Country",G,74,175,1941-02-07
Maurice,E.,King,Maury,G,74,184,1935-03-12
Reginald,Biddings,King,Reggie,F,78,225,1957-02-14
Richard,Thomas,King,Rich,C,86,260,1969-04-04
Ronald,Stacey,King,Stacey,F-C,83,230,1967-01-29
Thomas,Van Dyke,King,Tom,G,72,165,1924-03-09
Robert,Paul,Kinney,"Bob, Hi-Pocket, Bat-em Bob",C-F,78,215,1920-09-16
Walton,,Kirk,"Walt, Junior",G-F,75,173,1924-09-03
James,J.,Kissane,Jim,F,79,210,1946-08-17
Douglas,C.,Kistler,"Doug, Biggie",F,81,210,1938-03-21
Gregory,Fuller,Kite,Greg,C,83,250,1961-08-05
Joseph,William,Kleine,Joe,C,83,255,1962-01-04
Louis,Herman,Klotz,"Herman, Herm, Red",G,67,150,1921-10-21
William,R.,Knight,"Billy, Bill, Mooney",G-F,78,195,1952-06-09
Ronald,Eugene,Knight,Ron,F,79,210,1947-08-04
Leonard,J.,Knorek,Lee,C,79,215,1921-07-15
Richard,W.,Knostman,Dick,C,78,215,1931-08-09
William,Rodney,Knowles,"Rodney, Rod",F-C,81,215,1946-02-27
Milan,,Komenich,"Milo, Miles",F-C,79,212,1920-06-22
Thomas,A.,Kondla,Tom,C,80,225,1946-11-30
Herbert,L.,Koper,Bud,G,78,210,1942-08-09
Joseph,Gerard,Kopicki,Joe,F,81,240,1960-06-12
Francis,Milton,Kornet,Frank,F,81,225,1967-01-27
Anthony,P.,Koski,Tony,F,80,215,1946-06-26
Leonard,J.,Kosmalski,Len,C,83,245,1951-11-29
Andrew,,Kostecka,Andy,F,75,203,1921-02-10
Thomas,William,Kozelko,Tom,F,80,220,1951-07-01
Ronald,F.,Kozlicki,"Ron, Koz",F,79,215,1944-12-12
Steven,P.,Kramer,Steve,G-F,77,200,1945-01-01
Daniel,Joseph,Kraus,Dan,G,72,195,1923-02-13
Herbert,,Krautblatt,"Herb, Herbert K. Kay",G,73,190,1926-11-19
James,,Krebs,"Jim, Red",C-F,80,230,1935-09-08
Thomas,Carl,Kropp,Tom,G,75,205,1953-02-12
Stephen,Paul,Kuberski,Steve,F-C,80,215,1947-11-06
Raphael,Eugene,Kuka,"Ray, Cookie",F,75,200,1922-02-17
Mitchell,,Kupchak,Mitch,F-C,81,230,1954-05-24
Charles,J.,Kupec,C.J.,F-C,78,220,1953-01-16
Samuel,,Lacey,"Sam, Slammin' Sam",C,82,230,1948-03-28
Robert,,Lackey,"Bob, Black Swan",G-F,77,200,1949-04-04
Thomas,Joseph,LaGarde,Tom,C-F,82,220,1955-02-10
William,J.,Laimbeer,"Bill, Lambs",C,83,245,1957-05-19
Peter,Todd,Lalich,Pete,F,74,190,1920-06-23
Dwight,,Lamar,Bo,G,73,170,1951-04-07
Jeffrey,Alan,Lamp,Jeff,F-G,77,193,1959-03-09
Jimmy,D.,Lampley,Jim,C,82,230,1960-07-02
Daniel,Matthew,Langhi,Dan,F,83,220,1977-11-28
Robert,Jerry,Lanier,"Bob, Dobber, The Almighty Wonder",C,82,250,1948-09-10
Stuart,Burrell,Lantz,Stu,G,75,175,1946-07-13
Rudolph,Anton,LaRusso,Rudy,F-C,79,220,1937-11-11
David,,Lattin,"Dave, Big Daddy",F-C,78,225,1943-12-23
Richard,,Laurel,"Rich, Creeper",G,78,190,1954-07-11
Walter,Henry,Lautenbach,Walt,G-F,74,185,1922-11-17
Anthony,,Lavelli,Tony,F,75,185,1926-07-11
Robert,William,Lavoy,Bob,F-C,79,185,1926-06-29
Dennis,,Layton,Mo,G,73,180,1948-12-24
Emanuel,,Leaks,Manny,C-F,80,225,1945-11-27
Harold,C.,Lear,"Hal, King",G,71.5,163,1935-01-31
Jeffrey,Brian,Lebo,Jeff,G,74,180,1966-10-05
Alfred,,Lee,Butch,G,72,185,1956-12-05
Edward,Horst,Leede,Ed,F-G,75,185,1927-07-17
Douglas,Edward,Lee,Doug,G-F,77,200,1964-10-24
Gregory,Scott,Lee,Greg,G,75,190,1951-12-12
Ronald,Henry,Lee,Ron,G,75.5,193,1952-11-02
Russell,E.,Lee,Russ,G-F,77,185,1950-01-27
Henry,A.,Lefkowitz,Hank,F,74,190,1923-08-31
Timothy,Eugene,Legler,Tim,G,76,200,1966-12-26
William,Robert,Leonard,"Bob, Slick, Robert",G,75,185,1932-07-17
James,Allen,Les,Jim,G,71,165,1963-08-18
Lafayette,,Lever,Fat,G,75,170,1960-08-18
Clifford,Eugene,Levingston,Cliff,F,80,210,1961-01-04
Robert,Franklin,Lewis,"Bobby, Bob",G,75,173,1945-03-20
Frederick,B.,Lewis,Fred,F-G,74,195,1921-01-06
Frederick,L.,Lewis,"Freddie, Fritz, Fred, Mouse, Li'l Lew",G,72,175,1943-07-01
Michael,J.,Lewis,Mike,C-F,80,225,1946-03-18
Reginald,C.,Lewis,Reggie,G-F,79,195,1965-11-21
William,N.,Ligon,Bill,G,76,180,1952-05-29
James,Thomas,Ligon,"Jim, Goose",F-C,79,210,1944-02-22
Steven,Rodney,Lingenfelter,Steve,F,81,225,1958-06-10
Eugene,Scape,Littles,Gene,G,72,160,1943-06-29
Samuel,Ray,Little,"Sam, Sammy",G,72,180,1946-03-29
George,Ronald,Livingstone,Ron,C,82,220,1925-10-09
Robert,E.,Lloyd,"Bobby, Bob",G,73.5,184,1946-01-03
Charles,P.,Lloyd,Chuck,C-F,80,220,1947-05-22
Robert,L.,Lochmueller,Bob,F,77,185,1927-06-05
Reinhold,D.,Lochmann,Riney,F,78,215,1944-05-26
Robert,Alan,Lock,Rob,F,81,225,1966-05-22
Arthur,Donnell,Long,Art,F-C,81,240,1973-10-01
Lucien,James,Longley,Luc,C,86,260,1969-01-19
Luis,Felipe,Lopez,Felipe,G,77,195,1974-12-19
James,,Loscutoff,"Jim, Jungle Jim, Luscy",F,77,220,1930-02-04
Robert,Earl,Love,"Bob, Butterbean, Bean",F,80,202,1942-12-08
Stanley,S.,Love,Stan,F,81,215,1949-04-09
Charles,P.,Lowery,"Charlie, Chuck",G,75,185,1949-11-12
Albert,Thomas,Lucas,"Al, Lukey",F-G,75,195,1922-07-04
Theodore,,Luckenbill,Ted,F,78,205,1939-07-27
James,A.,Luisi,Jim,G,74,180,1928-11-02
Raymond,G.,Lumpp,Ray,G,73,178,1923-07-11
Michael,Edward,Lynn,Mike,F,79,215,1945-11-25
Michael,Emilius,Macaluso,Mike,F,77,210,1951-07-20
Charles,Edward,Macauley,Ed. Easy Ed,C-F,80,185,1928-03-22
Ronald,,MacGilvray,Ronnie,G,74,185,1930-07-20
Durand,,Macklin,Rudy,F-G,79,205,1958-02-19
John,Andrew,Macknowski,"Johnny, Whitey, Mack",G-F,72,180,1923-01-07
Oliver,,Mack,Ollie,G,75,185,1957-06-06
Donald,James,MacLean,Don,F,82,235,1970-01-16
Theodore,,Maddox,Tito,G,75,190,1981-06-07
Norman,Clifford,Mager,"Norm, The Splinter",F,77,185,1926-03-23
David,John,Magley,Dave,F,80,202,1959-11-24
Randolph,,Mahaffey,Randy,F,79,202,1945-09-28
Francis,H.,Mahoney,"Mo, Fran",F,74,205,1927-11-20
Derrick,Allen,Mahorn,"Rick, Ricky",C-F,82,240,1958-09-21
Daniel,Lewis,Majerle,"Dan, Thunder Dan",G-F,78,215,1965-09-09
Jeffrey,Nigel,Malone,Jeff,G,76,205,1961-06-28
Matthew,Patrick,Maloney,Matt,G,75,192,1971-12-06
Stephen,Lawrence,Malovic,Steve,F,82,230,1956-07-21
Michael,Alvin,Maloy,Mike,F,79,215,1949-05-10
Theodore,,Manakas,Ted,G,74,180,1951-02-22
Daniel,Ricardo,Manning,"Danny, D",F-C,82,230,1966-05-17
Richard,Alan,Manning,Rich,C,83,253,1970-06-23
Nicholas,,Mantis,Nick,G,75,190,1935-12-07
Peter,Press,Maravich,"Pete, Pistol Pete",G,77,197,1947-06-22
Peter,,Maravich,Press,G,72,185,1920-08-20
Raimondas,Sarunas,Marciulionis,"Sarunas, Rooney",G,77,200,1964-06-13
John,Warren,Marin,Jack,F-G,78.5,200,1944-10-12
James,,Marsh,Jim,F,79,215,1946-04-26
Eric,Clifton,Marsh,Ricky,G,75,200,1954-03-10
John,Thomas,Marshall,Tom,F-G,76,215,1931-01-06
William,,Martin,Bill,F-G,79,205,1962-08-16
Robert,W.,Martin,Bob,C,84,250,1969-10-07
Donald,E.,Martin,Dino,G,68,160,1920-05-25
James,Donald,Martin,Don,C-F,79,210,1920-02-07
Jeffery,Allen,Martin,Jeff,G,77,195,1967-01-14
Maurice,,Martin,Mo,F-G,78,200,1964-07-02
Phillip,Roger,Martin,Phil,G,75,190,1928-04-02
Ronald,Barry,Martin,"Whitey, Ron",G,74,185,1939-04-11
Alfred,Albert,Masino,Al,G,70,174,1928-02-05
Edward,,Mast,Eddie,F-C,81,220,1948-10-03
Johnny,C.,Mathis,,F,78,220,1943-07-14
Wesley,Joel,Matthews,Wes,G,73,170,1959-08-24
Orva,Lee,Mayberry,Lee,G,73,172,1970-06-12
Donald,John,May,"Don, Donnie",F,76,200,1946-01-03
William,Henry,Mayfield,Bill,F,79,205,1957-10-17
Kendall,,Mayfield,"Ken, Kenny",G,74,185,1948-05-11
Matthew,Anthony,Mazza,Matt,F,75,210,1923-09-23
Luc,Richard,Mbah a Moute,,F,80,230,1986-09-09
Robert,Allen,McAdoo,Bob,C-F,81,210,1951-09-25
Robert,Glenn,McCann,Bob,F,78,244,1964-04-22
Melvin,Lamont,McCants,Mel,F,80,240,1967-08-19
John,Joseph,McCarthy,"Johnny, Jack",G,73,185,1934-04-25
Michael,,McCarron,Mike,G,71,175,1922-03-02
Theodore,,McClain,"Ted, Hound Dog, The Hound",G,73,180,1946-08-30
Daniel,Raymond,McClintock,Dan,C,84,260,1977-04-19
John,William,McCloskey,Jack,G,74,190,1925-09-19
Paul,Joseph,McConnell,Bucky,G,70,170,1928-07-01
Timothy,Daniel,McCormick,Tim,C,83,240,1962-03-10
Carlton,Lamont,McCray,Scooter,F-G,81,215,1960-02-08
James,Ronald,McDaniels,Jim,C-F,83,228,1948-04-02
Benjamin,,McDonald,Ben,F,80,210,1962-07-20
Roderick,William,McDonald,Rod,F,78,205,1945-04-09
James,Charles,McElroy,"Jim, Jimmy",G,75,190,1953-10-04
Patrick,Aloysius,McFarland,Pat,F-G,77,185,1951-12-07
Fred,Melvin,McGaha,Mel,G,73,190,1926-09-26
Michael,Ray,McGee,Mike,G-F,77,190,1959-07-29
Gilbert,Ray,McGregor,Gil,F,80,240,1949-06-14
Alfred,James,McGuire,Al,G-F,74,180,1928-09-07
Alfred,,McGuire,Allie,G,75,175,1951-07-10
Richard,Joseph,McGuire,"Dick, Tricky Dick, Dick the Knick",G,72,180,1926-01-25
James,Michael,McIlvaine,Jim,C,85,240,1972-07-30
Jeffrey,Lemans,McInnis,Jeff,G,76,190,1974-10-22
Robert,,McIntyre,"Bob, Bobby",F,78,215,1944-01-23
Kennedy,,McIntosh,"Kenny, Ken",F,79,225,1949-01-21
Gerald,,McKee,Jerry,G,75,190,1946-08-04
Stanley,,McKenzie,Stan,F-G,77,195,1944-10-06
William,Mervin,McKinney,Billy,G,72,160,1955-06-05
John,Joseph,McMahon,"Jack, Mac, Jack-Mac",G,73,185,1928-12-03
James,M.,McMillian,Jim,F,77,215,1948-03-11
Nathaniel,,McMillan,"Nate, Mac",G-F,77,195,1964-08-03
Charles,Thomas,McMillen,Tom,F-C,83,210,1952-05-26
John,Joseph,McNamee,Joe,F-C-G,78,210,1926-09-24
Christopher,,McNealy,Chris,F,79,210,1961-07-15
Robert,J.,McNeill,Bob,G,73,170,1938-10-22
LaFarrell,Darnell,Mee,Darnell,G,77,175,1971-02-11
Richard,P.,Mehen,Dick,F-C-G,77,195,1922-05-20
Donald,E.,Meineke,"Don, Monk",F-C,79,208,1930-10-30
William,P.,Melchionni,Bill,G,73,165,1944-10-19
Edward,M.,Melvin,,G,69,170,1916-02-13
Charles,J.,Mencel,"Chuck, Charley",G,71,168,1933-04-21
Kenneth,H.,Menke,"Ken, Angles",G,72,168,1922-10-02
Nana,Papa Yaw,Mensah-Bonsu,Pops,F,81,240,1983-09-07
Ronald,Eugene,Mercer,Ron,F-G,79,210,1976-05-18
Thomas,Nicholas,Meschery,"Tom, Tomislav Nikolayevich Mescheryakov",F,78,215,1938-10-26
William,Joseph,Meyer,Bill,G,75,195,1943-08-30
David,William,Meyers,"Dave, Crash, Spider",F-C,80,215,1953-04-21
Stanley,,Miasek,"Stan, Stoop",C-F,77,205,1924-08-08
Zigmund,John,Mihalik,Red,G,72,180,1916-09-22
Christopher,Steven,Mihm,Chris,C,84,265,1979-07-16
Edward,Anton,Mikan,"Ed, Moose",C-F,80,230,1925-10-20
